CNN-INTEGRATED SPECK COMPREHENSIVE SECURITY REPORT
------------------------------------------------------------------------------------------------------------------------
Image           | Enc_T(s) | Dec_T(s) | Entp   | NPCR%  | UACI%  | PSNR   | Corr_H | Corr_V | Corr_D
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2048_5120_size512.png | 0.0890   | 0.0811   | 7.6476 | 99.86  | 28.83  | 8.84   | -0.002 | 0.051  | -0.007
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2048_512_size512.png | 0.0905   | 0.0826   | 7.6400 | 99.84  | 28.31  | 9.05   | -0.095 | -0.012 | 0.022 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2048_5632_size512.png | 0.0898   | 0.0829   | 7.6537 | 99.83  | 28.39  | 9.00   | -0.027 | 0.008  | 0.011 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2048_6144_size512.png | 0.0909   | 0.0800   | 7.6387 | 99.85  | 29.47  | 8.64   | -0.029 | 0.008  | 0.029 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2048_6656_size512.png | 0.0895   | 0.0832   | 7.6394 | 99.84  | 29.21  | 8.73   | -0.079 | 0.030  | 0.025 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_0_size512.png | 0.0946   | 0.0856   | 7.6199 | 99.83  | 28.70  | 8.92   | -0.075 | 0.011  | 0.008 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_1024_size512.png | 0.0898   | 0.0840   | 7.6418 | 99.84  | 28.54  | 8.97   | -0.079 | -0.018 | 0.020 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_1536_size512.png | 0.0930   | 0.0866   | 7.6182 | 99.82  | 28.70  | 8.93   | -0.088 | 0.004  | -0.008
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_2048_size512.png | 0.0925   | 0.0836   | 7.6245 | 99.83  | 28.60  | 8.95   | -0.091 | 0.023  | 0.023 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_2560_size512.png | 0.0911   | 0.0820   | 7.6119 | 99.83  | 28.98  | 8.81   | -0.096 | 0.020  | 0.009 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_3072_size512.png | 0.0902   | 0.0837   | 7.6204 | 99.84  | 28.87  | 8.85   | -0.088 | 0.052  | 0.013 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_3584_size512.png | 0.0914   | 0.0799   | 7.6239 | 99.86  | 28.41  | 9.00   | -0.081 | 0.027  | 0.005 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_4096_size512.png | 0.0899   | 0.0810   | 7.6301 | 99.84  | 28.84  | 8.85   | -0.050 | 0.028  | 0.050 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_4608_size512.png | 0.0918   | 0.0840   | 7.6477 | 99.84  | 28.90  | 8.84   | -0.032 | 0.036  | 0.023 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_5120_size512.png | 0.0901   | 0.0806   | 7.6460 | 99.85  | 29.17  | 8.74   | -0.071 | 0.028  | 0.017 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_512_size512.png | 0.0910   | 0.0829   | 7.6214 | 99.84  | 28.95  | 8.83   | -0.068 | -0.029 | -0.012
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_5632_size512.png | 0.0909   | 0.0831   | 7.6396 | 99.84  | 29.37  | 8.68   | -0.037 | 0.035  | -0.013
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_6144_size512.png | 0.0911   | 0.0817   | 7.6265 | 99.84  | 29.48  | 8.66   | -0.093 | 0.031  | 0.025 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_2560_6656_size512.png | 0.0922   | 0.0839   | 7.6299 | 99.82  | 28.51  | 9.00   | -0.018 | 0.007  | -0.011
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_0_size512.png | 0.0896   | 0.0803   | 7.6147 | 99.85  | 28.57  | 8.94   | -0.084 | 0.036  | 0.007 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_1024_size512.png | 0.0960   | 0.0914   | 7.6299 | 99.81  | 28.88  | 8.89   | -0.062 | 0.013  | 0.042 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_1536_size512.png | 0.0920   | 0.0852   | 7.6220 | 99.83  | 29.05  | 8.81   | -0.053 | 0.020  | 0.025 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_2048_size512.png | 0.0917   | 0.0871   | 7.6285 | 99.83  | 28.80  | 8.89   | -0.083 | 0.010  | -0.006
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_2560_size512.png | 0.0901   | 0.0801   | 7.6325 | 99.85  | 29.12  | 8.76   | -0.072 | 0.036  | 0.038 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_3072_size512.png | 0.0895   | 0.0822   | 7.6393 | 99.85  | 28.90  | 8.82   | -0.066 | 0.016  | 0.032 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_3584_size512.png | 0.0899   | 0.0789   | 7.6346 | 99.85  | 28.86  | 8.84   | -0.024 | 0.038  | 0.029 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_4096_size512.png | 0.0924   | 0.0862   | 7.6391 | 99.82  | 28.95  | 8.84   | -0.040 | 0.019  | 0.044 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_4608_size512.png | 0.0909   | 0.0851   | 7.6414 | 99.82  | 29.12  | 8.78   | -0.046 | 0.015  | 0.024 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_5120_size512.png | 0.0902   | 0.0810   | 7.6343 | 99.83  | 29.53  | 8.64   | -0.032 | 0.034  | 0.012 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_512_size512.png | 0.0906   | 0.0839   | 7.6168 | 99.84  | 28.64  | 8.94   | -0.068 | 0.041  | 0.014 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_5632_size512.png | 0.0904   | 0.0827   | 7.6476 | 99.84  | 28.89  | 8.83   | -0.061 | 0.020  | 0.011 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_6144_size512.png | 0.0900   | 0.0852   | 7.6481 | 99.84  | 29.11  | 8.76   | -0.072 | -0.008 | 0.013 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3072_6656_size512.png | 0.0904   | 0.0822   | 7.6457 | 99.84  | 29.43  | 8.66   | -0.029 | -0.006 | -0.003
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_0_size512.png | 0.0887   | 0.0806   | 7.6324 | 99.85  | 29.07  | 8.77   | -0.050 | 0.024  | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_1024_size512.png | 0.0922   | 0.0905   | 7.6216 | 99.83  | 29.36  | 8.72   | -0.060 | 0.009  | -0.001
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_1536_size512.png | 0.0898   | 0.0834   | 7.6239 | 99.84  | 28.57  | 8.95   | -0.082 | 0.029  | 0.034 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_2048_size512.png | 0.0899   | 0.0809   | 7.6299 | 99.84  | 28.85  | 8.87   | -0.114 | 0.024  | 0.018 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_2560_size512.png | 0.0913   | 0.0803   | 7.6350 | 99.85  | 28.59  | 8.93   | -0.045 | 0.018  | 0.030 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_3072_size512.png | 0.0911   | 0.0843   | 7.6457 | 99.83  | 28.45  | 8.99   | -0.056 | -0.016 | 0.027 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_3584_size512.png | 0.0917   | 0.0857   | 7.6440 | 99.82  | 28.64  | 8.94   | -0.030 | 0.015  | 0.025 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_4096_size512.png | 0.0903   | 0.0835   | 7.6433 | 99.84  | 28.69  | 8.91   | -0.031 | 0.011  | -0.016
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_4608_size512.png | 0.0898   | 0.0817   | 7.6395 | 99.84  | 29.32  | 8.70   | -0.056 | 0.004  | -0.018
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_5120_size512.png | 0.0920   | 0.0854   | 7.6224 | 99.83  | 29.62  | 8.64   | -0.057 | 0.016  | 0.088 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_512_size512.png | 0.0891   | 0.0810   | 7.6149 | 99.84  | 28.53  | 8.96   | -0.094 | 0.030  | 0.046 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_5632_size512.png | 0.0903   | 0.0826   | 7.6342 | 99.84  | 29.33  | 8.69   | -0.074 | 0.023  | 0.013 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_6144_size512.png | 0.0901   | 0.0825   | 7.6577 | 99.83  | 27.88  | 9.16   | -0.022 | 0.016  | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_3584_6656_size512.png | 0.0946   | 0.0879   | 7.6476 | 99.82  | 28.51  | 8.97   | -0.002 | 0.013  | 0.006 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_0_size512.png | 0.0910   | 0.0846   | 7.6358 | 99.83  | 29.18  | 8.74   | -0.037 | 0.022  | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_1024_size512.png | 0.0918   | 0.0846   | 7.6301 | 99.83  | 29.01  | 8.82   | -0.078 | 0.031  | -0.005
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_1536_size512.png | 0.0943   | 0.0882   | 7.6302 | 99.82  | 29.03  | 8.83   | -0.060 | 0.038  | -0.001
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_2048_size512.png | 0.0919   | 0.0855   | 7.6300 | 99.82  | 29.08  | 8.80   | -0.059 | 0.003  | 0.019 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_2560_size512.png | 0.0897   | 0.0812   | 7.6468 | 99.85  | 28.16  | 9.07   | -0.036 | 0.029  | 0.014 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_3072_size512.png | 0.0891   | 0.0830   | 7.6516 | 99.84  | 28.49  | 8.96   | -0.024 | 0.012  | 0.022 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_3584_size512.png | 0.0905   | 0.0820   | 7.6476 | 99.85  | 28.41  | 8.99   | -0.033 | 0.031  | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_4096_size512.png | 0.0923   | 0.0875   | 7.6527 | 99.82  | 28.47  | 8.99   | -0.040 | 0.004  | -0.033
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_4608_size512.png | 0.0912   | 0.0854   | 7.6571 | 99.82  | 28.36  | 9.02   | 0.009  | 0.015  | 0.013 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_5120_size512.png | 0.0910   | 0.0832   | 7.6370 | 99.84  | 29.34  | 8.69   | -0.037 | 0.016  | -0.031
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_512_size512.png | 0.0895   | 0.0856   | 7.6470 | 99.84  | 28.87  | 8.84   | -0.044 | 0.027  | 0.007 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_5632_size512.png | 0.0893   | 0.0827   | 7.6492 | 99.84  | 28.84  | 8.85   | -0.007 | -0.006 | 0.006 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_6144_size512.png | 0.0899   | 0.0823   | 7.6492 | 99.84  | 28.81  | 8.85   | -0.020 | 0.052  | -0.021
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4096_6656_size512.png | 0.0914   | 0.0842   | 7.6403 | 99.83  | 28.43  | 8.99   | -0.034 | -0.019 | -0.012
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_0_size512.png | 0.0918   | 0.0851   | 7.6490 | 99.83  | 28.74  | 8.89   | -0.006 | 0.015  | 0.013 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_1024_size512.png | 0.0915   | 0.0848   | 7.6516 | 99.83  | 28.20  | 9.09   | -0.056 | 0.005  | 0.017 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_1536_size512.png | 0.0921   | 0.0885   | 7.6463 | 99.84  | 28.29  | 9.06   | -0.029 | 0.014  | 0.022 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_2048_size512.png | 0.0902   | 0.0828   | 7.6459 | 99.84  | 28.14  | 9.08   | -0.072 | -0.001 | 0.017 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_2560_size512.png | 0.0896   | 0.0804   | 7.6367 | 99.86  | 28.85  | 8.83   | -0.065 | 0.051  | -0.005
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_3072_size512.png | 0.0914   | 0.0820   | 7.6476 | 99.85  | 28.43  | 8.98   | -0.033 | 0.018  | -0.006
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_3584_size512.png | 0.0889   | 0.0808   | 7.6504 | 99.86  | 28.43  | 8.97   | -0.037 | 0.032  | 0.034 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_4096_size512.png | 0.0909   | 0.0837   | 7.6490 | 99.84  | 28.65  | 8.90   | -0.037 | 0.013  | -0.007
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_4608_size512.png | 0.0914   | 0.0827   | 7.6550 | 99.84  | 28.42  | 8.97   | 0.010  | -0.003 | -0.023
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_5120_size512.png | 0.0939   | 0.0866   | 7.6507 | 99.82  | 28.89  | 8.84   | 0.003  | 0.024  | -0.021
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_512_size512.png | 0.0901   | 0.0828   | 7.6502 | 99.84  | 28.47  | 8.96   | -0.018 | 0.007  | 0.003 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_5632_size512.png | 0.0944   | 0.0853   | 7.6488 | 99.82  | 28.31  | 9.03   | -0.011 | 0.023  | -0.025
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_6144_size512.png | 0.0940   | 0.0880   | 7.6497 | 99.82  | 28.06  | 9.13   | -0.027 | 0.007  | 0.021 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_4608_6656_size512.png | 0.0908   | 0.0839   | 7.6093 | 99.83  | 29.66  | 8.62   | -0.071 | 0.019  | 0.058 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_0_size512.png | 0.0928   | 0.0824   | 7.6523 | 99.85  | 27.96  | 9.14   | -0.041 | 0.040  | 0.014 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_1024_size512.png | 0.0886   | 0.0812   | 7.6338 | 99.87  | 28.41  | 8.97   | -0.062 | 0.013  | 0.027 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_1536_size512.png | 0.0916   | 0.0846   | 7.6339 | 99.82  | 28.79  | 8.89   | -0.059 | 0.014  | 0.054 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_2048_size512.png | 0.0906   | 0.0824   | 7.6483 | 99.85  | 28.26  | 9.03   | -0.025 | 0.014  | 0.015 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_2560_size512.png | 0.0906   | 0.0823   | 7.6498 | 99.84  | 28.39  | 8.99   | -0.030 | 0.017  | 0.030 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_3072_size512.png | 0.0904   | 0.0832   | 7.6546 | 99.84  | 28.45  | 8.97   | -0.004 | 0.019  | 0.023 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_3584_size512.png | 0.0962   | 0.0865   | 7.6466 | 99.83  | 29.21  | 8.75   | -0.034 | 0.036  | 0.042 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_4096_size512.png | 0.0933   | 0.0875   | 7.6456 | 99.82  | 29.44  | 8.67   | -0.030 | 0.064  | 0.011 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_4608_size512.png | 0.0920   | 0.0854   | 7.6393 | 99.83  | 29.94  | 8.50   | -0.053 | 0.031  | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_5120_size512.png | 0.0931   | 0.0866   | 7.6279 | 99.82  | 30.58  | 8.32   | -0.029 | 0.009  | -0.005
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_512_size512.png | 0.0926   | 0.0866   | 7.6480 | 99.82  | 28.04  | 9.15   | -0.053 | 0.005  | 0.017 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_5632_size512.png | 0.0899   | 0.0830   | 7.6319 | 99.85  | 29.62  | 8.60   | -0.037 | 0.015  | 0.019 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_6144_size512.png | 0.0914   | 0.0849   | 7.6382 | 99.82  | 29.37  | 8.69   | -0.018 | 0.011  | 0.027 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5120_6656_size512.png | 0.0919   | 0.0866   | 7.6459 | 99.82  | 29.12  | 8.78   | -0.013 | 0.025  | -0.009
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_0_size512.png | 0.0904   | 0.0806   | 7.6223 | 99.85  | 29.20  | 8.74   | -0.092 | 0.011  | 0.015 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_1024_size512.png | 0.0877   | 0.0825   | 7.6084 | 99.85  | 29.31  | 8.69   | -0.142 | -0.011 | -0.000
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_1536_size512.png | 0.0906   | 0.0846   | 7.6161 | 99.84  | 28.78  | 8.89   | -0.101 | -0.002 | -0.009
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_2048_size512.png | 0.0882   | 0.0800   | 7.6108 | 99.86  | 30.38  | 8.37   | -0.126 | 0.041  | 0.022 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_2560_size512.png | 0.0893   | 0.0812   | 7.6075 | 99.86  | 30.29  | 8.41   | -0.103 | 0.049  | -0.006
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_3072_size512.png | 0.0949   | 0.0886   | 7.6244 | 99.81  | 28.67  | 8.95   | -0.076 | 0.036  | 0.008 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_3584_size512.png | 0.0918   | 0.0849   | 7.6321 | 99.82  | 28.36  | 9.05   | -0.063 | 0.003  | 0.014 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_4096_size512.png | 0.0912   | 0.0833   | 7.6569 | 99.83  | 27.90  | 9.18   | -0.030 | 0.032  | 0.012 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_4608_size512.png | 0.0933   | 0.0876   | 7.6304 | 99.82  | 28.21  | 9.11   | -0.054 | -0.004 | 0.006 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_5120_size512.png | 0.0898   | 0.0823   | 7.6207 | 99.86  | 29.38  | 8.68   | -0.116 | 0.008  | 0.025 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_512_size512.png | 0.0886   | 0.0808   | 7.6028 | 99.86  | 29.52  | 8.61   | -0.109 | -0.001 | -0.012
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_5632_size512.png | 0.0897   | 0.0814   | 7.6167 | 99.85  | 28.55  | 8.95   | -0.116 | 0.004  | -0.028
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_6144_size512.png | 0.0908   | 0.0879   | 7.6486 | 99.83  | 29.62  | 8.61   | -0.029 | 0.011  | 0.007 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_512_6656_size512.png | 0.0889   | 0.0820   | 7.6501 | 99.85  | 29.36  | 8.66   | -0.021 | 0.033  | 0.017 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_0_size512.png | 0.0923   | 0.0848   | 7.6537 | 99.83  | 28.01  | 9.13   | 0.013  | 0.032  | 0.026 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_1024_size512.png | 0.0936   | 0.0870   | 7.6462 | 99.81  | 28.90  | 8.85   | -0.043 | 0.017  | 0.034 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_1536_size512.png | 0.0913   | 0.0841   | 7.6520 | 99.83  | 28.38  | 9.00   | -0.025 | 0.013  | 0.049 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_2048_size512.png | 0.0902   | 0.0836   | 7.6521 | 99.84  | 28.39  | 8.99   | -0.031 | 0.021  | 0.001 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_2560_size512.png | 0.0963   | 0.0886   | 7.6494 | 99.81  | 28.79  | 8.89   | -0.001 | 0.009  | -0.004
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_3072_size512.png | 0.1010   | 0.0910   | 7.6444 | 99.80  | 28.64  | 8.94   | -0.017 | -0.038 | 0.016 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_3584_size512.png | 0.0906   | 0.0839   | 7.6386 | 99.83  | 29.71  | 8.56   | -0.024 | 0.002  | -0.005
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_4096_size512.png | 0.0998   | 0.0924   | 7.6081 | 99.81  | 30.82  | 8.26   | -0.107 | 0.009  | 0.049 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_4608_size512.png | 0.0884   | 0.0806   | 7.5971 | 99.85  | 30.05  | 8.45   | -0.106 | 0.014  | 0.018 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_5120_size512.png | 0.0938   | 0.0899   | 7.5960 | 99.82  | 31.55  | 8.05   | -0.100 | 0.051  | 0.051 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_512_size512.png | 0.0946   | 0.0830   | 7.6517 | 99.84  | 27.95  | 9.14   | -0.000 | -0.011 | -0.013
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_5632_size512.png | 0.0847   | 0.0749   | 7.4056 | 99.88  | 33.21  | 7.62   | -0.136 | 0.060  | 0.008 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_6144_size512.png | 0.0908   | 0.0837   | 7.6059 | 99.83  | 31.31  | 8.12   | -0.052 | 0.060  | 0.032 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_5632_6656_size512.png | 0.0940   | 0.0834   | 7.6037 | 99.83  | 30.33  | 8.38   | -0.073 | 0.018  | 0.031 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_0_size512.png | 0.0931   | 0.0847   | 7.6527 | 99.82  | 28.08  | 9.12   | -0.035 | -0.001 | -0.005
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_1024_size512.png | 0.0910   | 0.0838   | 7.6514 | 99.83  | 28.49  | 8.96   | 0.019  | 0.013  | -0.023
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_1536_size512.png | 0.0950   | 0.0870   | 7.6496 | 99.82  | 28.42  | 9.00   | 0.011  | 0.014  | 0.021 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_2048_size512.png | 0.0926   | 0.0878   | 7.6345 | 99.82  | 29.36  | 8.70   | -0.016 | -0.009 | 0.020 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_2560_size512.png | 0.0925   | 0.0859   | 7.6366 | 99.83  | 28.96  | 8.82   | -0.053 | -0.044 | 0.047 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_3072_size512.png | 0.0923   | 0.0857   | 7.6329 | 99.82  | 29.15  | 8.75   | -0.025 | 0.016  | -0.022
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_3584_size512.png | 0.0936   | 0.0890   | 7.5988 | 99.83  | 31.70  | 8.03   | -0.082 | 0.061  | 0.031 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_4096_size512.png | 0.0932   | 0.0894   | 7.5968 | 99.82  | 31.19  | 8.14   | -0.095 | 0.053  | 0.048 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_4608_size512.png | 0.0979   | 0.0913   | 7.5999 | 99.81  | 30.96  | 8.21   | -0.108 | 0.027  | 0.002 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_5120_size512.png | 0.0937   | 0.0908   | 7.6029 | 99.81  | 31.85  | 7.99   | -0.066 | 0.026  | 0.010 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_512_size512.png | 0.0918   | 0.0849   | 7.6477 | 99.83  | 28.65  | 8.92   | -0.059 | 0.037  | 0.006 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_5632_size512.png | 0.0810   | 0.0725   | 7.2795 | 99.93  | 33.98  | 7.42   | -0.197 | 0.016  | 0.065 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_6144_size512.png | 0.0905   | 0.0808   | 7.6247 | 99.84  | 30.32  | 8.38   | -0.065 | 0.031  | 0.046 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6144_6656_size512.png | 0.0898   | 0.0807   | 7.5676 | 99.86  | 32.57  | 7.79   | -0.112 | 0.021  | 0.044 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6656_0_size512.png | 0.0903   | 0.0820   | 7.6554 | 99.83  | 28.02  | 9.11   | -0.013 | 0.020  | -0.027
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6656_1024_size512.png | 0.0902   | 0.0819   | 7.6324 | 99.85  | 29.47  | 8.65   | -0.052 | 0.028  | 0.037 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6656_1536_size512.png | 0.0894   | 0.0810   | 7.6231 | 99.85  | 29.86  | 8.52   | -0.034 | 0.024  | 0.004 
TCGA-BH-A0WA-DX1_xmin56581_ymin24774_MPP-0_6656_2048_size512.png | 0.0869   | 0.0771   | 7.5700 | 99.87  | 31.27  | 8.12   | -0.087 | 0.043  | 0.034 
